ID_PRODUCTO	DESCRIPCIÓN DE PRODUCTO
P0048	ALPRAZOLAM - 0.5 MG - TABLETA - ALPRAZOLAM
P0199	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSP. ORAL
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0048	ALPRAZOLAM - 0.5 MG - TABLETA - ALPRAZOLAM
P0048	ALPRAZOLAM - 0.5 MG - TABLETA - ALPRAZOLAM
P0048	ALPRAZOLAM - 0.5 MG - TABLETA - ALPRAZOLAM
P0175	GANCICLOVIR (COMO SAL SODICA) - 500 MG - POLVO PARA CONCENTRADO PARA SOL. PARA PERFUSION
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0048	ALPRAZOLAM - 0.5 MG - TABLETA - ALPRAZOLAM
P0048	ALPRAZOLAM - 0.5 MG - TABLETA - ALPRAZOLAM
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0048	ALPRAZOLAM - 0.5 MG - TABLETA - ALPRAZOLAM
P0122	CODEINA FOSFATO - 15 MG./ 5 ML./ 60 ML.  - JARABE
P0199	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSP. ORAL
P0050	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSPENSION ORAL
P0220	EPINEFRINA (COMO CLORHIDRATO O TARTRATO) - 1 MG/ML INY 1 ML - SOL. INY.
P0199	DICLOXACILINA - 250 MG./5 ML./60 ML. - POLVO PARA SUSP. ORAL
P0055	FLUMAZENIL - 0.5MG/5ML INY 5ML - SOLUCION INYECTABLE
P0184	DESCUENTO CONCEDIDO
P0184	DESCUENTO CONCEDIDO
P0184	DESCUENTO CONCEDIDO
P0184	DESCUENTO CONCEDIDO
P0184	DESCUENTO CONCEDIDO
P0184	DESCUENTO CONCEDIDO
P0184	DESCUENTO CONCEDIDO
P0221	PARACETAMOL - 120 MG./ 5 ML./ 120 ML. - SOLUCION ORAL
P0222	CLOPIDOGREL - 75 MG - (VENTA A TITULO GRATUITO)
P0134	BISMUTO SUBSALICILATO - 87.33 MG/ 5 ML SUS 150 ML. + DOSIFICADOR - SUSPENSION ORAL - BISMUTO SUBSALI
P0092	CLOPIDOGREL - 75 MG - TABLETA RECUBIERTA - CLOPIDOFREL
P0042	DIMENHIDRINATO - 50 MG. - TABLETA - DIMENHIDRINATO
P0214	PREDNISONA - 20 MG. - TABLETA - PREDNISONA
P0223	CEFALEXINA - 250 MG/ 5 ML SUS 60 ML. - POLVO PARA SUSPENSION ORAL
P0223	CEFALEXINA - 250 MG/ 5 ML SUS 60 ML. - POLVO PARA SUSPENSION ORAL
P0011	AGUA ESTERIL - PARA INYECCION X 5ML  - SOLUCION INYECTABLE - AGUA ESTÉRIL PARA INYECCIÓN
P0224	AZITROMICINA - 200 MG./ 5 ML. X 30 ML. + DOSIFICADOR - POLVO PARA SUSPENSION ORAL
P0225	DEXAMETASONA FOSFATO SODICO - 4 MG/2ML - 2ML - SOLUCION INYECTABLE - DEXAMETASONA FOSFATO SODICO
P0042	DIMENHIDRINATO - 50 MG. - TABLETA - DIMENHIDRINATO
P0165	METRONIDAZOL - 250 MG/5 ML SUS 120 ML - SUSPENSION ORAL - METRONIDAZOL
P0226	ATENOLOL - 100 MG
P0227	ALPRAZOLAM 0.5 MG - TAB
P0048	ALPRAZOLAM - 0.5 MG - TABLETA - ALPRAZOLAM
P0048	ALPRAZOLAM - 0.5 MG - TABLETA - ALPRAZOLAM
P0227	ALPRAZOLAM 0.5 MG - TAB
P0053	CEFTRIAXONA - 1 GR - POLVO PARA SOLUCION INYECTABLE - TREXACAD
P0228	DEXAMETASONA - 2MG/5 ML SOL 100 ML - SOLUCION ORAL - DEXAFLAM
P0229	REGULARIZACION DE DESCUENTO APLICADO
P0107	NITROFURANTOINA - 100 MG - TABLETA - UROFURIN
P0107	NITROFURANTOINA - 100 MG - TABLETA - UROFURIN
P0007	ALUMINIO HIDROXIDO + MAGNESIO HIDROXIDO - 400 + 400 MG/5ML SUS 120 ML - SUSPENSION ORAL
P0230	CLINDAMICINA (COMO CLORHIDRATO) - 300 MG - CAPSULA - CLINDAMICINA (COMO CLORHIDRATO)
P0107	NITROFURANTOINA - 100 MG - TABLETA - UROFURIN
P0230	CLINDAMICINA (COMO CLORHIDRATO) - 300 MG - CAPSULA - CLINDAMICINA (COMO CLORHIDRATO)
P0231	CEFALEXINA - 250 MG./ 5 ML./ 60 ML. + DOSIFICADOR
P0231	CEFALEXINA - 250 MG./ 5 ML./ 60 ML. + DOSIFICADOR
P0231	CEFALEXINA - 250 MG./ 5 ML./ 60 ML. + DOSIFICADOR
P0018	NAPROXENO - 550 MG.  - TABLETA RECUBIERTA - NAPROXENO
P0232	CEFALEXINA - 250 MG/ 5 ML SUS 60 ML + DOSIFICADOR - POLVO PARA SUSPENSION ORAL - CEFALEXINA
P0232	CEFALEXINA - 250 MG/ 5 ML SUS 60 ML + DOSIFICADOR - POLVO PARA SUSPENSION ORAL - CEFALEXINA
P0232	CEFALEXINA - 250 MG/ 5 ML SUS 60 ML + DOSIFICADOR - POLVO PARA SUSPENSION ORAL - CEFALEXINA
P0227	ALPRAZOLAM 0.5 MG - TAB
P0233	CLINDAMICINA (COMO CLORHIDRATO) - 300 MG
P0046	ALUMINIO HIDROXIDO + MAGNESIO HIDROXIDO - 400 + 400 MG/5ML SUS 120 ML
P0233	CLINDAMICINA (COMO CLORHIDRATO) - 300 MG
P0046	ALUMINIO HIDROXIDO + MAGNESIO HIDROXIDO - 400 + 400 MG/5ML SUS 120 ML
P0230	CLINDAMICINA (COMO CLORHIDRATO) - 300 MG - CAPSULA - CLINDAMICINA (COMO CLORHIDRATO)
P0007	ALUMINIO HIDROXIDO + MAGNESIO HIDROXIDO - 400 + 400 MG/5ML SUS 120 ML - SUSPENSION ORAL
P0095	ALPROSTADIL - 500 MCG/ML X 1 ML - SOLUCION INYECTABLE - ALPOSCAD 500
P0085	INDOMETACINA - 25 MG  - CAPSULA - IMECAD
P0002	RANITIDINA - 300 MG - TABLETA RECUBIERTA - GASTROCAD
P0009	IBUPROFENO - 100 MG/5 ML SUS 60 ML - SUSPENSION ORAL - IBUPROFENO
P0009	IBUPROFENO - 100 MG/5 ML SUS 60 ML - SUSPENSION ORAL - IBUPROFENO
P0009	IBUPROFENO - 100 MG/5 ML SUS 60 ML - SUSPENSION ORAL - IBUPROFENO
P0002	RANITIDINA - 300 MG - TABLETA RECUBIERTA - GASTROCAD
P0234	VALE DE PAVO - CERDO FISICO PACK 7
P0234	VALE DE PAVO - CERDO FISICO PACK 7
P0235	SET 2 EN 1 CAJA REGISTRADORA + CARRO DE SUPERMERCADO
P0236	JUGUETE LANZADOR DE DARDOS KIDS N PLAY
P0237	JUGUETE PISTA DE CARROS CON ACCESORIOS KIDS N PLAY
P0238	QLED TV, QN50Q65DAG, 50 QN50Q65DAGXPE
P0009	IBUPROFENO - 100 MG/5 ML SUS 60 ML - SUSPENSION ORAL - IBUPROFENO
P0009	IBUPROFENO - 100 MG/5 ML SUS 60 ML - SUSPENSION ORAL - IBUPROFENO
P0239	TRAMADOL CLOHIDRATO - 50 MG/ML - SOLUCION INYECTABLE
P0105	HIDROCORTISONA - 20 MG. - TABLETA - HIDROCORTISONA
P0081	BISACODILO - 5 MG - TABLETA DE LIBERACION RETARDADA - BISCAD
P0002	RANITIDINA - 300 MG - TABLETA RECUBIERTA - GASTROCAD
P0085	INDOMETACINA - 25 MG  - CAPSULA - IMECAD
P0009	IBUPROFENO - 100 MG/5 ML SUS 60 ML - SUSPENSION ORAL - IBUPROFENO
P0009	IBUPROFENO - 100 MG/5 ML SUS 60 ML - SUSPENSION ORAL - IBUPROFENO
P0009	IBUPROFENO - 100 MG/5 ML SUS 60 ML - SUSPENSION ORAL - IBUPROFENO
P0009	IBUPROFENO - 100 MG/5 ML SUS 60 ML - SUSPENSION ORAL - IBUPROFENO
P0009	IBUPROFENO - 100 MG/5 ML SUS 60 ML - SUSPENSION ORAL - IBUPROFENO
P0009	IBUPROFENO - 100 MG/5 ML SUS 60 ML - SUSPENSION ORAL - IBUPROFENO
P0009	IBUPROFENO - 100 MG/5 ML SUS 60 ML - SUSPENSION ORAL - IBUPROFENO
P0009	IBUPROFENO - 100 MG/5 ML SUS 60 ML - SUSPENSION ORAL - IBUPROFENO
P0134	BISMUTO SUBSALICILATO - 87.33 MG/ 5 ML SUS 150 ML. + DOSIFICADOR - SUSPENSION ORAL - BISMUTO SUBSALI
P0134	BISMUTO SUBSALICILATO - 87.33 MG/ 5 ML SUS 150 ML. + DOSIFICADOR - SUSPENSION ORAL - BISMUTO SUBSALI
P0134	BISMUTO SUBSALICILATO - 87.33 MG/ 5 ML SUS 150 ML. + DOSIFICADOR - SUSPENSION ORAL - BISMUTO SUBSALI
P0134	BISMUTO SUBSALICILATO - 87.33 MG/ 5 ML SUS 150 ML. + DOSIFICADOR - SUSPENSION ORAL - BISMUTO SUBSALI
P0009	IBUPROFENO - 100 MG/5 ML SUS 60 ML - SUSPENSION ORAL - IBUPROFENO
P0009	IBUPROFENO - 100 MG/5 ML SUS 60 ML - SUSPENSION ORAL - IBUPROFENO
P0117	IBUPROFENO - 400 MG - TABLETA RECUBIERTA - IBUPROFENO
P0117	IBUPROFENO - 400 MG - TABLETA RECUBIERTA - IBUPROFENO
P0117	IBUPROFENO - 400 MG - TABLETA RECUBIERTA - IBUPROFENO
